,ParentsScore,ParentSpeak,ParentUnderstand,ParentRead,ParentWrite,Highest_academic_years,curJobScore,non_English_understandability,English_speakability,English_understandability,English_readability,English_writability,most spoken language,race,race identity importance,felt_discrimination,visits to parents country,lived in parents country,home country,caseid,Language_understandability
2379,42,4,4,4,4,16,67,4,4,4,4,4,3,5,3,1,10,0,1,2380,4.0
2380,56,4,4,4,4,14,23,4,4,4,4, ,1,5,1,0,0, ,1,2381,4.0
2381, ,4,4,4,4,16,56,4,4,4,4,4,1,12,2,0,0,0,1,2382,4.0
2382,35,3,3,3,3,16,67,4,4,4,4,4,1,12,2,0,0,0,1,2383,4.0
2383,29,2,2,2,1,12,38,4,4,4,4,4,3,12,3,0,7,0,4,2384,4.0
2384, , , , , ,18,21,4,4,4,4, ,3,11,2,0,0, ,1,2385,4.0
2385, , , , , ,14,78,1,4,4,4,4,1,0,1,0,0, ,1,2386,2.5
2386, ,4,4,4,4,15,42,3,3,4,3,2,1,12,2,0,0,0,1,2387,3.5
2387, , , , , ,12,55,3,4,4,4,4,3,5,2,1,0,0,1,2388,3.5
2389, , , , , ,15,38,4,3,4,3,3,2,5,3,0,2,0,1,2390,4.0
2390, , , , , ,14,53,4,4,4,4,3,1,11,1,1,0,0,1,2391,4.0
2391, ,4,4,4,4,15,34,4,4,4,4,3,3,9,3,1,0,0,4,2392,4.0
2392,37,2,2,2,2,12,28,4,4,4,4,4,1,6,3,1,3,0,4,2393,4.0
2393, , , , , ,15,16,3,4,4,4,3,1,50,3,1,1,0,1,2394,3.5
2394, , , , , ,14,57,4,4,4,4,4,1,10,2,0,100,0,4,2395,4.0
2395, ,2,3,2,2,12,37,4,4,4,3,3,3,5,3,1,4,0,1,2396,4.0
2396,39,1,2,2,2,14,53,4,3,4,4,3,3,9,3,0,3,0,1,2397,4.0
2397, , , , , ,14,34,4,4,4,4, ,1,5,3,0,4,0,1,2398,4.0
2398,30,3,3,3,3,12,37,4,4,4,4,4,1,5,3,0, ,0,1,2399,4.0
2399, , , , , ,14,50,4,4,4,4,4,3,5,2,0,0,0,1,2400,4.0
2400, , , , , ,16,72,2,4,4,4,4,1,12,1,0,0, ,1,2401,3.0
2401, , , , , ,16,38,1,1,1,1,1,1,5,2,0,12,0,1,2402,1.0
2402, , , , , ,14,55,4,4,4,4,3,3,9,3,1,6,0,2,2403,4.0
2403, , , , , ,12,44,4,4,4, ,4,1,12,2,1,0, ,1,2404,4.0
2404,49,4,4,4,4,14,38,4,3,4,3,3,1,23,2,1,1,0,1,2405,4.0
2405, , , , , ,14,33,4,4,4,4,4,3,12,2,0,0,0,1,2406,4.0
2406, ,3,3,3,3,14, ,4,4,4,4,4,3,12,3,0,0,0,1,2407,4.0
2407, , , , , ,12,39,4,4,4,4, ,3,11,3,0,0, ,1,2408,4.0
2408,39,4,4,4,4,16,49,3,4,4,4,4,1,23,3,1,0,0,1,2409,3.5
2409, , , , , ,15,42,3,4,4,4,4,1,5,1,0,0,0,1,2410,3.5
2410, , , , , ,14,23,4,4,4,4,4,1,12,2,0,0, ,1,2411,4.0
2411,52,3,3,3,3,12,42,4,3,3,3,3,3,5,3,1,8,0,2,2412,3.5
2412, , , , , ,14,37,4,4,4,4,4,3,17,1,1,10,0,4,2413,4.0
2413,38,2,2,2,2,14,57,4,4,4,4,4,3,15,3,1,3,0,4,2414,4.0
2414,52,3,3,3,3,16,37,4,4,4,4,4,3,19,3,0,10,1,2,2415,4.0
2415, , , , , ,12,39,4,4,4,4,4,1,5,3,1,0, ,1,2416,4.0
2416, , , , , ,14,42,4,4,4,4,4,1,5,2,1,0, ,1,2417,4.0
2417, , , , , ,14,42,4,4,4, ,4,1,12,3,1,0,0,1,2418,4.0
2418, , , , , ,14,31,3,4,4,4,4,3,5,3,0,15,0,1,2419,3.5
2419, , , , , ,16,37,4,4,4,4,4,1,70,3,0,0, ,1,2420,4.0
2420, ,3,3,3,3,16,60,4,4,4,4, ,1,5,3,1,0, ,1,2421,4.0
2421, , , , , ,14,42,3,4,4,4,4,1, , ,0,17,0,1,2422,3.5
2422,42,4,4,4,4,18, ,4,4,4,4,4,1,12,3,1,0,0,1,2423,4.0
2423, , , , , ,12,39,4,3,4,3,3,1,23,1,0,2,0,1,2424,4.0
2424, , , , , ,14, ,4,4,4,4,4,1,5,1,1,3,0,1,2425,4.0
2425,16,4,4,4,4,12,42,3,4,4,4,4,1,10,2,1,24,0,4,2426,3.5
2426, , , , , ,10,20,4,4,4,4,4,3, ,3,1,6,0,1,2427,4.0
2427,21,2,3,1,1,14,53,4,4,4,4,4,3,12,2,0,0, ,1,2428,4.0
2428,41,2,2,2,2,14,53,4,4,4,4,4,3,15,3,0,1,0,1,2429,4.0
2429, , , , , ,14,16,4,4,4,3,3,1,19,3,0,30,1,4,2430,4.0
2430,34,4,4,4,4,14, ,3,4,4,4,4,1,10,2,1,3,0,1,2431,3.5
2431, , , , , ,16,57,4,4,4,4,4,1,12,2,1,0, ,1,2432,4.0
2432, , , , , ,15,53,3,4,4,4,4,1,17,3,1,2,0,1,2433,3.5
2433, , , , , ,18, ,3,4,4,4,4,1,49,2,1,1,0,1,2434,3.5
2434, , , , , ,14,32,4,4,4,4,3,1,12,2,0,0,0,1,2435,4.0
2435,33,1,1,1,1,15,52,4,4,4,4,4,3,5,2,0,0, ,1,2436,4.0
2436,23,2,3,3,2,14, ,3,4,4,4,4,1,5,2,0,200,0,1,2437,3.5
2438,39,2,2,2,2,12, ,4,4,4,4, ,3,0,3,0, , ,1,2439,4.0
2439, , , , , ,14,31,4,4,4,4, ,1,5,3,1,0, ,1,2440,4.0
2440,31,2,3,4,4,14, ,4,4,4,4,4,3,5,3,0,2,0,4,2441,4.0
2441,42,2,2,2,2,16,53,4,4,4,4,4,1,12,3,0,0,0,4,2442,4.0
2442, , , , , ,14,34,4,4,4,4,4,1,19,1,0,2,0,1,2443,4.0
2443, , , , , ,12,34,3,4,4,4,4,1,12,2,0,0,0,1,2444,3.5
2444,54,4,4,4,4,18, ,4,4,4,4, ,1,12,3,1,0, ,1,2445,4.0
2445,44,2,2,3,3,15, ,4,4,4,4,4,1,11,2,0,0,0,1,2446,4.0
2446, , , , , ,14,58,4,4,4,4,4,1,5,2,0,1,0,1,2447,4.0
2447, , , , , ,18, ,3,4,4,4,4,1,0,3,0,10,0,1,2448,3.5
2448, , , , , ,10, ,4,4,3,4, ,1,5,2,0,5,0,1,2449,3.5
2449, ,4,4,4,4,14, ,3,4,4,4,4,3,49,1,0,0,0,1,2450,3.5
2450,78,4,4,4,4,14, ,3,4,4,4,4,1,46,3,1,1,0,1,2451,3.5
2451, , , , , ,10, ,4,4,4,4, ,3,6,3,0,0, ,1,2452,4.0
2452, , , , , ,18,72,4,4,4,4,4,3,12,3,1,0,0,4,2453,4.0
2453,35,3,3,3,3,18, ,4,4,4,4,4,1,70,3,0,4,0,1,2454,4.0
2454, , , , , ,16,60,4,4,4,4,4,1,13,2,0,2,0,1,2455,4.0
2455,42,3,3,3,3,14, ,4,4,4,4, ,1,11,2,0,0, ,1,2456,4.0
2456, , , , , ,14,53,4,4,4,4,4,3,11,3,1,0, ,1,2457,4.0
2457, , , , , ,15, ,3,4,4,4,4,1,0,2,1,2,0,1,2458,3.5
2458,39,4,4,2,2,10,53,4,4,4,4,4,3,5,1,0,0, ,1,2459,4.0
2459,38,1,2,1,1,12,28,4,4,4,4,3,3,13,2,0,0,0,1,2460,4.0
2460, , , , , ,16,59,3,4,4,4,4,1,46,1,1,6,0,1,2461,3.5
2461, , , , , ,16,57,3,4,4,4,3,1,12,2,0,0, ,1,2462,3.5
2462, , , , , ,12, ,4,4,4,4, ,3,12,2,0,2,0,1,2463,4.0
2463, , , , , ,10,20,3,4,4,4,4,2,10,3,0,10,0,1,2464,3.5
2464,54,3,3,3,3,16, ,4,4,4,4, ,3,13,3,0,0, ,1,2465,4.0
2465,60,4,4,4,4,16,66,4,4,4,4,4,1,12,3,0,0, ,1,2466,4.0
2466, , , , , ,16, ,3,4,4,4,4,1,13,3,0,4,0,1,2467,3.5
2467, ,2,3,3,3,18, ,4,4,4,3,3,3,14,3,1,2,0,1,2468,4.0
2468, , , , , ,18, ,4,4,4,4,4,3,12,3,0,0, ,1,2469,4.0
2469, , , , , ,18,78,4,4,4,4,4,1,5,2,1,2,0,1,2470,4.0
2470, ,3,3,3,3,18,51,4,4,4,4,4,1,5,2,0,4,1,1,2471,4.0
2471, ,4,4,4,4,14,29,4,4,4,4,4,1,5,3,1,5,1,4,2472,4.0
2472, , , , , ,15, ,3,4,4,4,4,1,22,3,1,2,0,1,2473,3.5
2473, , , , , ,16, ,2,4,4,4,4,1,0,3,0,1,0,1,2474,3.0
2474,26, , , , ,18, ,3,4,4,4,4,1,4,3,0,1,0,1,2475,3.5
2475, , , , , ,16, ,4,4,4,4,4,1,12,2,0,0, ,1,2476,4.0
2476, , , , , ,18, ,4,4,4,4,4,1,12,2,0,0, ,1,2477,4.0
2477, , , , , ,18, ,4,4,4,4, ,3,12,3,0,0, ,1,2478,4.0
2478, ,3,3,3,3,15,16,2,4,4,4,4,1,23,2,1,2,0,1,2479,3.0
2479, , , , , ,16, ,4,4,4,4,4,1,12,2,0,0, ,1,2480,4.0
2480, , , , , ,16, ,4,3,4,4, ,1,12,1,1,0, ,1,2481,4.0
2481,43,3,3,3,3,15, ,4,4,4,4,4,3,5,3,0,6,0,1,2482,4.0
2482, , , , , ,15,43,3,4,4,4, ,1,5,3,1,0, ,1,2483,3.5
2483, , , , , ,16,55,4,4,4,4,4,1,12,3,0,0, ,1,2484,4.0
2484, , , , , ,16,42,4,4,4,4,4,1,11,2,1,0, ,1,2485,4.0
2485, , , , , ,16,57,4,3,4,4,3,1,5,2,1,1,0,1,2486,4.0
2486,29,2,3,3,3,15,48,4,4,4,4,4,3,13,3,0,1,0,1,2487,4.0
2487,53,3,3,3,3,16,32,4,4,4,4,3,3,5,3,0,5,0,1,2488,4.0
2488,56,3,3,3,3,16, ,3,4,4,4,4,1,5,2,0,2,0,1,2489,3.5
2489, , , , , ,16, ,3,4,4,4,4,1,0,3,1,0, ,1,2490,3.5
2490,34,3,3,3,3,12,42,3,4,4,4,4,3,5,3,1,0,0,1,2491,3.5
2491, , , , , ,15,52,3,4,4,4,4,1,4,3,1,0,0,1,2492,3.5
2492, ,3,3,3,3,14, ,4,4,4,4, ,3,5,3,0,18,1,1,2493,4.0
2493, , , , , ,10, ,4,4,4,4, ,1,5,2,0,0, ,1,2494,4.0
2494,49,2,2,3,3,14, ,4,4,4,4,4,1,11,3,1,0, ,1,2495,4.0
2495, , , , , ,10,42,4,4,4,4, ,3,5,2,1,0, ,1,2496,4.0
2496, , , , , ,14, ,4,4,4,4, ,1,5,2,0,0, ,1,2497,4.0
2497, , , , , ,14,39,4,4,4,4,4,1,70,1,0,0,0,1,2498,4.0
2499, ,3,3,3,3,16,53,4,4,4,4,4,1,5,2,0,1,0,1,2500,4.0
2500, ,4,4,4,4,15, ,3,4,4,4,4,1,47,3,1,0,0,1,2501,3.5
2501,44,2,3,3,2,18, ,4,4,4,4,4,3,14,3,0,3,0,1,2502,4.0
2502,43,2,2,2,2,15, ,4,4,4,4,4,1,6,2,1,1,0,1,2503,4.0
2503,42,4,4,4,4,16, ,3,3,3,3, ,3,12,2,1,0, ,1,2504,3.0
2504,39,2,2,2,2,12,53,4,4,4,4,4,1,14,3,1,2,0,1,2505,4.0
2506, , , , , ,12,37,4,3,4,3,3,3,5,3,1,3,0,1,2507,4.0
2507,52,3,3,3,3,12,28,3,4,4,4,4,1,5,3,0,1,0,1,2508,3.5
2508, , , , , ,14,39,4,4,4,4,4,1,5,1,0,1,0,1,2509,4.0
2509, , , , , ,14,53,4,4,4,4, ,3,12,3,0,0, ,1,2510,4.0
2510, ,4,4,4,4,14,46,2,4,4,4, ,1,0,1,0,2,0,1,2511,3.0
2511, , , , , ,18,20,4,4,4,4,4,1,5,1,0,0, ,1,2512,4.0
2512, , , , , ,14,40,4,4,4,4, ,1,5,1,0,0, ,1,2513,4.0
2513, , , , , ,15,34,4,4,4,4,4,1,0,3,1,0, ,1,2514,4.0
2514,62,4,4,4,4,16, ,4,4,4,4,4,3,0,3,0, , , ,2515,4.0
2515, , , , , ,14,55,4,4,4,4, ,3,5,3,0,10,0,1,2516,4.0
2517,42,2,3,3,3,16, ,4,3,4,4,3,3,5,3,1,0,0,1,2518,4.0
2518, , , , , ,15, ,4,4,4,4,4,3,5,1,0,3,0,1,2519,4.0
2519, , , , , ,14,23,4,4,4,4, ,1,5,2,0,0, ,1,2520,4.0
2520,42,4,4,4,4,16,49,4,4,4,4, ,1,5,3,0,50,0,1,2521,4.0
2521,52,3,3,3,3,16,62,4,4,4,4, ,3,5,2,0,15,0,1,2522,4.0
2522, , , , , ,15,34,4,4,4,4, ,1,0,3,0,5,0,1,2523,4.0
2523, , , , , ,15,49,4,4,4,4, ,3,66,3,1,5,0,1,2524,4.0
2524, , , , , ,14, ,3,4,4,4,4,1,12,3,0,0, ,1,2525,3.5
2525, , , , , ,12,44,4,4,4,4, ,1,0,3,0,0, ,1,2526,4.0
2526,22,1,2,1,1,12,53,4,4,4,4, ,1,11,2,0,0, ,1,2527,4.0
2527, , , , , ,14,32,4,4,4,4, ,1,97,2,0,7,0,2,2528,4.0
2528, , , , , ,14,49,4,3,4,3,2,3,12,1,0,1,0,1,2529,4.0
2529,42,3,3,3,3,18,57,4,4,4,4,4,3,15,2,0,2,0,1,2530,4.0
2530,45,3,3,3,2,15,51,4,4,4,4, ,3,12,3,1,0, ,1,2531,4.0
2531,17,1,1,1,1,18,52,4,4,4,4,4,3,12,2,0,0, ,1,2532,4.0
2532, , , , , ,12, ,4,4,4,4,4,1,5,3,0,0, ,1,2533,4.0
2533,54,3,3,3,3,15, ,4,4,4,4,3,3,70,3,1,5,0,1,2534,4.0
2534,64,3,3,3,3,18, ,4,4,4,4,4,3,12,3,0,0,0,4,2535,4.0
2535,60,4,4,4,4,14,40,4,4,4,4,4,1,12,1,1,0, ,1,2536,4.0
2536,53,2,2,2,2,15,54,4,4,4,3,3,1,5,3,0,1,0,1,2537,4.0
2537, , , , , ,14,52,3,4,4,4,4,1,12,1,1,0,0,1,2538,3.5
2538, , , , , ,15,38,4,4,4,4,4,3,11,3,0,0,0,1,2539,4.0
2539, , , , , ,12,36,4,4,4,4, ,3,5,3,1,1,0,1,2540,4.0
2540, , , , , ,15,67,4,4,4,4,4,3,5,1,0,0, ,1,2541,4.0
2541, , , , , ,14,26,4,4,4,4,4,3,12,3,1,2,0,1,2542,4.0
2542, , , , , ,14,39,4,4,4,4, ,1,5,3,0, , ,1,2543,4.0
2543, , , , , ,16,60,3,4,4,4, ,3,7,1,0,2,0,1,2544,3.5
2544, ,3,3,3,3,15,42,4,4,4,4, ,1,0,2,0,3,1,1,2545,4.0
2545,39,1,1,1,1,15,52,4,4,4,4,4,1,5,3,0,0,0,1,2546,4.0
2546,48,4,4,4,4,14, ,1,4,4,4,4,1,5,1,0,0,0,1,2547,2.5
2547, , , , , ,12,34,4,4,4,4, ,3,18,3,1,5,0,1,2548,4.0
2548, , , , , ,15,52,4,4,4,4,4,1,5,3,1,5,0,4,2549,4.0
2549,52,4,4,4,4,12,42,3,4,4,4,3,1,66,2,1,9,0,1,2550,3.5
2550, , , , , ,15,52,4,4,4,4,4,1,44,3,1,2,0,1,2551,4.0
2551, ,2,2,2,2,12,53,4,4,4,3, ,3,5,3,0, ,0,1,2552,4.0
2552,52,3,3,3,3,12,40,4,4,4,4, ,1,5,3,0,0, ,1,2553,4.0
2553, , , , , ,14,57,4,4,4,4,4,3,12,3,1,0,0,4,2554,4.0
2554, , , , , ,15,34,3,4,4,4, ,1,0,2,1,0, ,1,2555,3.5
2555, , , , , ,14, ,4,4,4,4,3,3,12,3,1,0, ,1,2556,4.0
2556,62,4,4,4,4,12, ,3,4,4,4,4,3,12,3,0,0, ,1,2557,3.5
2557, , , , , ,14,54,4,4,4,4,4,1,0,3,0,0,0,1,2558,4.0
2558, ,4,4,4,4,15,37,4,4,4,4,4,1,12,3,1,0,0,1,2559,4.0
2559, ,4,4,4,4,14,44,3,4,4,4,4,1,70,3,0,1,0,1,2560,3.5
2560, , , , , ,16, ,4,4,4,4,4,3,5,3,0,4,0,1,2561,4.0
2561,22,3,3,3,2,12, ,4,4,4,4,4,1,72,1,1,0,0,1,2562,4.0
2562,53,4,4,4,4,15,52,3,3,3,3,3,3,12,3,1,0,0,1,2563,3.0
2563,46,4,4,4,4,15,67,4,4,4,4,4,3,11,3,1,0,0,1,2564,4.0
2564, , , , , ,15,42,4,4,4,4,4,1,11,2,0,0,0,1,2565,4.0
2565,34,4,4,4,4,16,51,3,4,4,4,4,1,12,2,0,0,0,1,2566,3.5
2566, , , , , ,12,34,4,4,4,4,4,3,5,2,1,6,0,1,2567,4.0
2567,53,3,3,3,3,16,43,4,4,4,4,4,3,5,3,0,15,0,1,2568,4.0
2568, , , , , ,14,55,3,4,4,4,4,1,7,2,0,2,0,1,2569,3.5
2569, , , , , ,14, ,3,4,4,4,4,1,5,1,0,0, ,1,2570,3.5
2570, , , , , ,16,34,4,4,4,4,4,3,5,2,1,8,0,4,2571,4.0
2571, , , , , ,18,66,4,4,4,4, ,2,12,2,0,0, ,1,2572,4.0
2572, , , , , ,10,38,4,4,4,4,4,3,12,3,0,0, ,1,2573,4.0
2573,52,4,4,4,4,15,49,3,3,3,3,3,1,5,1,1,1,0,1,2574,3.0
2574,46,4,4,4,4,16,42,4,1,4,4,4,1,0,2,1,0, ,1,2575,4.0
2575, ,2,3,3,1,12,21,4,3,3,3,3,3,6,3,0,50,0,4,2576,3.5
2576, , , , , ,15,39,4,4,4,4, ,3,60,2,0,0, ,1,2577,4.0
2577, , , , , ,14,42,4,4,4,4,4,3,5,3,1,0, ,1,2578,4.0
2578, , , , , ,16,42,4,4,4,4,4,1,5,2,0,1,0,1,2579,4.0
2579, , , , , ,15,49,3,4,4,4,4,1,5,1,0,0,0,1,2580,3.5
2580, , , , , ,14,52,3,3,4,3,3,1,23,2,1,1,0,1,2581,3.5
2581,37,2,2,2,2,15,34,3,4,4,4,4,1,7,2,1,1, ,1,2582,3.5
2582, , , , , ,14,34,4,4,4,4,4,1,12,2,0,0,0,1,2583,4.0
2583,54,4,4,4,4,15,39,3,4,4,4,4,1,3,3,0,1,0,1,2584,3.5
2584, , , , , ,15,53,1,1,4,4, ,1,5,3,0,5,0,1,2585,2.5
2585, , , , , ,16,52,4,4,4,4,3,1,12,2,1,0,0,1,2586,4.0
2586, , , , , ,14,52,4,3,4,4,3,3,17,3,1,15,0,1,2587,4.0
2587, ,4,4,4,4,15,66,4,4,4,4,4,1,12,3,1,0, ,1,2588,4.0
2588, , , , , ,15,51,4,4,4,4,4,1,11,2,1,0,0,1,2589,4.0
2589,47,2,3,2,2,14,34,4,4,4,4,4,1,10,2,1,10,0,1,2590,4.0
2590,35,2,2,1,1,12,53,4,4,4,4, ,2,11,3,0,0, ,1,2591,4.0
2591,38,2,2,2,2,12,36,3,4,4,4, ,2,11,3,0,0, ,1,2592,3.5
2592, ,2,3,3,2,12,57,3,4,4,4,4,1,5,3,1,0,0,1,2593,3.5
2593,44,4,4,4,4,15,42,4,4,4,4, ,3,12,3,1,2,0,1,2594,4.0
2594, , , , , ,14,53,4,4,4,4,4,1,12,3,0,2,0,1,2595,4.0
2595, , , , , ,14,34,4,4,4,4,4,2,70,3,1,0,0,3,2596,4.0
2596, , , , , ,18,64,4,4,4,4, ,1,12,2,0,0, ,1,2597,4.0
2597, , , , , ,14,55,4,4,4,4,4,1,5,3,0,10,0,1,2598,4.0
2598, ,2,2,1,1,14,27,4,4,4,4,3,3,10,3, ,3,0,1,2599,4.0
2599,60,3,3,3,3,16,56,2,4,4,4,4,1,22,3,1,0,0,1,2600,3.0
2600,52,4,4,4,4,15,42,4,4,4,4, ,1,14,2,1,2,0,1,2601,4.0
2601, , , , , ,16,62,4,4,4,3,3,1,13,2, ,1,0,1,2602,4.0
2602, , , , , ,16,51,4,4,4,4,4,1,12,2,1,0, ,1,2603,4.0
2603,78,4,4,4,4,16,52,2,4,4,4,4,1,0,1,0,4,0,1,2604,3.0
2604,52,3,3,3,3,15, ,4,4,4,4,4,1,5,2,1,10,0,1,2605,4.0
2605, ,2,2,3,3,12,50,4,4,4,4,4,3,16,3,1,5,1,2,2606,4.0
2606, , , , , ,15,69,4,4,4,4,4,1,12,3,1,0, ,1,2607,4.0
2607, , , , , ,14,50,3,4,4,4,4,1,11,3,1,0, ,1,2608,3.5
2608, , , , , ,15,34,4,4,4,4,4,1,5,3,0,0, ,1,2609,4.0
2609, , , , , ,14,53,4,4,4,4,4,1,12,3,1,0, ,1,2610,4.0
2610, , , , , ,14,53,4,4,4,4,4,3,12,3,1,0, ,1,2611,4.0
2611,67,4,4,4,4,16,44,4,4,4,4, ,1,12,2,0,1,0,1,2612,4.0
2612,22,2,2,2,2,18,60,4,4,4,4,4,3,10,2,1,0,0,1,2613,4.0
2613,38,3,3,2,1,10,40,4,4,4,4,4,3,12,3,1,0, ,1,2614,4.0
2614, , , , , ,16,54,4,4,4,4, ,3,12,3,0,0, ,1,2615,4.0
2615, , , , , ,12,42,4,4,4,4,4,3,67,3,0,0, ,1,2616,4.0
2616, , , , , ,16,67,4,4,4,4,4,1,11,3,0,0, ,1,2617,4.0
2617, , , , , ,16,52,4,4,4,4, ,1,12,3,0,2,0,1,2618,4.0
2618,53,2,2,2,2,14,53,4,4,4,4, ,1,5,1,0,3,0,1,2619,4.0
2619,29,1,1,1,1,15,39,4,4,4,4,4,3,5,3,1,0, ,2,2620,4.0
2620, , , , , ,14,55,4,4,4,4,4,3,5,3,1,0, ,1,2621,4.0
2621, , , , , ,14,52,4,4,4,4, ,3,14,3,0,1,0,1,2622,4.0
2622, , , , , ,16,42,4,4,4,4,4,3,12,3,0,0,0,1,2623,4.0
2623,60,4,4,4,4,16,67,3,4,4,4,4,1,12,3,1,0, ,1,2624,3.5
2624, , , , , ,14,23,4,4,4,4,4,1,12,2,0,0, ,1,2625,4.0
2625, , , , , ,12,53,4,4,4,4,4,1,12,2,0, , ,1,2626,4.0
2626, , , , , ,16,67,4,4,4,4,4, ,12,1,1,0,0,1,2627,4.0
2627,39,3,3,3,3,14,51,4,4,4,4,4,3,5,3,1,30,0,1,2628,4.0
2628,39,2,2,2,2,16,42,4,4,4,4,4,1,70,3,0,6,0,1,2629,4.0
2629,47,4,4,4,4,14,31,4,4,4,4,4,1,0,2,0,0, ,1,2630,4.0
2630,16,2,3,3,3,16,34,3,3,3,3,3,3,66,3,1,0, ,1,2631,3.0
2631, , , , , ,14,53,4,4,4,4,4,3,5,2,0,0,1,1,2632,4.0
2632, , , , , ,16,65,4,4,4,4,4,1,12,3,0,0, ,1,2633,4.0
2633, ,3,3,3,3,15,52,3,4,4,4, ,1,12,1,0,4,0,1,2634,3.5
2634, , , , , ,14, ,4,4,4,4,4,1,12,3,0,1,0,4,2635,4.0
2635, ,4,4,4,4,16,53,3,3,4,3,3,1,12,2,0,0,0,1,2636,3.5
2636,53,3,3,3,3,14,53,4,4,4,4,4,1,11,3,0,2,0,1,2637,4.0
2637,42,2,3,2,2,14,48,3,4,4,4,4,3,5,3,0,7,0,1,2638,3.5
2639,55,4,4,4,4,16,66,4, ,4,4,4,1,5,2,0,7,0,1,2640,4.0
2640, , , , , ,14,42,3,4,4,3,3,1,12,1,0,0,0,1,2641,3.5
2641,39,4,4,4,4,16,42,4,4,4,4,4,3,5,2,0,20,1,1,2642,4.0
2642,49,3,3,3,3,12,43,4,4,4,4,4,1,11,3,0,0, ,1,2643,4.0
2643,62,4,4,4,4,16,42,3,4,4,4,4,3,12,2,0,0, ,1,2644,3.5
2644, , , , , ,12,42,4,4,4,4,4,1,5,1,0,3,0,1,2645,4.0
2645,52,1,1,1,1,12,52,4,4,4,3,3,1,5,2,1,0,0,1,2646,4.0
2646,60,4,4,4,4,14,53,4,4,4,4, ,1,12,2,0,0, ,1,2647,4.0
2647, , , , , ,14,39,4,3,4,4, ,1,5,2,0,0, ,1,2648,4.0
2648,52,4,4,4,4,14,38,3,4,4,4,4,1,5,2,0,0,0,1,2649,3.5
2649,53,3,3,3,3,18,56,4,4,4,4,4,3,5,3,0,15,0,1,2650,4.0
2650,26,4,4,4,4,12,52,4,4,4,4, ,3,5,2,1,0, ,1,2651,4.0
2651,68,4,4,4,4,15,42,4,4,4,3,3,1,0,1,1,2,0,1,2652,4.0
2652, , , , , ,10,53,4,4,3,4,4,3,12,2,0,0, ,4,2653,3.5
2653,42,2,3,2,1,15,42,3,4,4,4,3,1,5,3,1,1,0,1,2654,3.5
2654,39,3,3,3,3,14,49,3,4,4,4,4,1,5,3,1,4,0,1,2655,3.5
2655, , , , , ,14,42,4,4,4,4,4,1,5,3,1,1,0,1,2656,4.0
2656, , , , , ,14,42,4,4,4,4, ,1,5,3,0,0, ,1,2657,4.0
2657, , , , , ,14,49,3,4,4,4,4,3,12,3,0,0, ,1,2658,3.5
2658, , , , , ,18,52,4,3,3,3, ,3,5,3,0,50,1,1,2659,3.5
2659, ,2,2,2,2,15,55,4,4,4,4, ,1,5,2,0,0, ,1,2660,4.0
2660, , , , , ,15, ,4,4,4,4,4,3,12,3,0,0, ,1,2661,4.0
2661, , , , , ,15,42,4,4,4,4,4,1,5,3,0,0, ,1,2662,4.0
2662,31,2,3,3,2,10,37,4,4,4,4,4,3,9,3,1,2,0,1,2663,4.0
2663, ,4,4,4,4,16,57,3,4,4,4,4,1,11,3,1,0, ,1,2664,3.5
2664,53,4,4,4,4,16,52,4,4,4,4,4,1,66,2,1,1,0,1,2665,4.0
2665,58,4,4,4,4,15,46,3,4,4,4,4,1,66,2,0,0,0,1,2666,3.5
2666, , , , , ,14,67,4,4,4,4,4,1,70,3,0,6, ,1,2667,4.0
2667,44,4,4,4,4,14, ,4,4,4,4,3,1,5,3,0,5,0,1,2668,4.0
2668,57,4,4,4,4,14,50,4,4,4,4,4,1,5,3,1,0,0,1,2669,4.0
2669, , , , , ,15,50,4,4,4,4,4,3,12,3,0,0,0,1,2670,4.0
2670, , , , , ,15,50,4,4,4,4,4,3,12,2,0,0, ,1,2671,4.0
2671, , , , , ,14,42,3,4,4,4,4,3,12,3,0,0, ,1,2672,3.5
2672, ,1,2,2,2,14,49,4,4,4,4, ,3,5,3,0,0, ,1,2673,4.0
2673,35,2,3,2,1,12,53,4,4,4,4, ,1,13,3,1,1,0,1,2674,4.0
2674, , , , , ,14,42,4,4,4,4,4,1,5,3,1,0, ,1,2675,4.0
2675, , , , , ,16,67,4,4,4,4, ,1,12,3,0,0, ,1,2676,4.0
2676, ,3,3,3,3,14,53,3,4,4,4, ,3,7,2,0,0, ,1,2677,3.5
2677, , , , , ,16, ,4,4,4,4,4,1,5,3,1,7,1,1,2678,4.0
2678, , , , , ,16,42,4,4,4,4,4,3,11,3,0,0, ,1,2679,4.0
2679, , , , , ,14,39,3,4,4,4,4,1,12,2,0,0,0,1,2680,3.5
2680, , , , , ,15, ,4,4,4,4,4,3,12,3,0,0, ,1,2681,4.0
2681, ,4,4,4,4,15,26,4,4,4,4,4,1,12,3,1,0, ,1,2682,4.0
2683, , , , , ,14,58,3,4,4,4,4,1,5,2,1,1,0,4,2684,3.5
2684,37,4,4,4,4,12,34,3,4,4,4,4,1,12,2,0,0, ,1,2685,3.5
2685,37,2,3,3,2,10,50,4,4,4,4,4,1,0,3,1,2,0,1,2686,4.0
2686, , , , , ,15,53,4,4,4,4,4,3,12,3,1,0,0,1,2687,4.0
2687, ,1,2,2,1,14,51,4,4,4,4,4,3,5,1,0,0,0,1,2688,4.0
